Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Km_Per_Year,Model,Price_Lakhs
Tata,Pune,2013,70000,Petrol,Manual,Second,15.4,1193.0,65.0,5.0,13,5384.6,Indigo eCS GLE BSIII,1.5
Hyundai,Pune,2010,50000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,16,3125.0,i20 2015-2017 1.2 Asta with AVN,3.0
Honda,Kolkata,2010,39800,Petrol,Manual,First,16.0,1198.0,90.0,5.0,16,2487.5,Jazz Active,1.99
Maruti Suzuki,Kolkata,2010,60000,Petrol,Manual,First,19.0,998.0,66.1,5.0,16,3750.0,A-Star Lxi,1.35
BMW,Hyderabad,2009,58000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,17,3411.8,3 Series 320d Highline,13.5
Skoda,Hyderabad,2010,110009,Diesel,Manual,First,17.67,1968.0,138.08,5.0,16,6875.6,Yeti Elegance,6.99
Nissan,Hyderabad,2013,85000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,13,6538.5,Terrano XV Premium 110 PS,8.5
Volkswagen,Pune,2010,84000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,16,5250.0,Polo Diesel Comfortline 1.2L,2.89
BMW,Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,15,3400.0,3 Series 320d,10.5
Nissan,Kochi,2013,68880,Petrol,Manual,First,16.95,1498.0,97.7,5.0,13,5298.5,Sunny 2011-2014 XL,3.97
Maruti Suzuki,Chennai,2017,5500,Petrol,Automatic,First,24.07,998.0,67.1,5.0,9,611.1,Alto K10 VXI AGS,4.25
Maruti Suzuki,Coimbatore,2016,40052,Petrol,Manual,First,21.1,1197.0,85.8,5.0,10,4005.2,Ritz ZXI,6.17
Audi,Coimbatore,2016,47293,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,10,4729.3,Q5 30 TDI quattro Premium Plus,38.72
Hyundai,Hyderabad,2013,79663,Diesel,Manual,First,16.8,1493.0,110.0,5.0,13,6127.9,Verna CRDi SX,6.5
Honda,Jaipur,2013,63000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,13,4846.2,Amaze S i-Dtech,4.25
Honda,Kolkata,2014,45000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,12,3750.0,City i DTEC SV,4.75
Toyota,Kochi,2014,56501,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,12,4708.4,Fortuner TRD Sportivo 2.8 2WD AT,17.71
Volkswagen,Jaipur,2015,58000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,11,5272.7,Vento 1.5 TDI Highline,5.85
BMW,Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,15,3440.1,5 Series 520d Luxury Line,17.27
BMW,Hyderabad,2007,74199,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,19,3905.2,3 Series 320d Sedan,9.25
Hyundai,Ahmedabad,2017,25000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,9,2777.8,Creta 1.6 SX Plus Petrol Automatic,12.75
BMW,Pune,2016,70000,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,10,7000.0,3 Series Luxury Line,27.0
Mercedes-Benz,Bangalore,2013,25000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,13,1923.1,New C-Class C 220 CDI BE Avantgare,21.0
Maruti Suzuki,Hyderabad,2017,22000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,9,2444.4,Swift Dzire VDI,7.95
Maruti Suzuki,Hyderabad,2015,47020,Petrol,Manual,Second,23.1,998.0,67.04,5.0,11,4274.5,Celerio ZXI,4.5
BMW,Mumbai,2017,8000,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,9,888.9,3 Series 320d GT Luxury Line,33.75
Audi,Delhi,2010,73000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,16,4562.5,Q7 4.2 TDI Quattro Technology,17.51
Honda,Kochi,2017,36973,Petrol,Manual,First,18.2,1199.0,88.7,5.0,9,4108.1,Jazz V,6.8
Tata,Coimbatore,2014,42083,Petrol,Manual,First,25.4,624.0,37.48,4.0,12,3506.9,Nano Cx BSIV,1.68
Maruti Suzuki,Chennai,2016,61000,Petrol,Manual,First,24.7,796.0,47.3,5.0,10,6100.0,Alto 800 2016-2019 LXI,2.9
Maruti Suzuki,Mumbai,2014,43628,Petrol,Manual,First,22.5,998.0,67.04,5.0,12,3635.7,Wagon R VXI,3.16
Hyundai,Jaipur,2014,60000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,12,5000.0,Xcent 1.1 CRDi Base,3.9
Chevrolet,Delhi,2010,54000,Petrol,Manual,Second,17.8,1199.0,76.8,5.0,16,3375.0,Beat LT,1.95
Jaguar,Kochi,2015,27001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,11,2454.6,XF 2.2 Litre Luxury,26.52
Volkswagen,Chennai,2010,52000,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,16,3250.0,Passat Diesel Highline 2.0 TDI,9.0
Hyundai,Hyderabad,2012,80000,Diesel,Manual,First,21.27,1396.0,88.76,5.0,14,5714.3,i20 Asta 1.4 CRDi,4.5
Mitsubishi,Chennai,2008,160000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,18,8888.9,Pajero 2.8 SFX,8.75
Maruti Suzuki,Chennai,2018,3300,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,8,412.5,Vitara Brezza ZDi Plus AMT Dual Tone,11.5
Maruti Suzuki,Delhi,2016,35027,Petrol,Manual,First,24.07,998.0,67.1,5.0,10,3502.7,Alto K10 LXI,3.0
Hyundai,Coimbatore,2015,26568,Petrol,Manual,First,21.1,814.0,55.2,5.0,11,2415.3,EON Magna Plus,3.79
Maruti Suzuki,Ahmedabad,2015,59000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11,5363.6,Ciaz VDi Plus SHVS,6.0
Hyundai,Bangalore,2016,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,10,5100.0,Creta 1.6 CRDi SX Option,13.25
Skoda,Delhi,2012,56400,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,14,4028.6,Superb Ambition 2.0 TDI CR AT,8.0
Volkswagen,Hyderabad,2015,80000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,11,7272.7,Polo 1.5 TDI Highline,5.8
Toyota,Hyderabad,2013,107000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,13,8230.8,Innova 2.5 VX (Diesel) 7 Seater,13.5
Mercedes-Benz,Pune,2014,100000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12,8333.3,E-Class 2009-2013 E250 CDI Elegance,25.0
Volkswagen,Kochi,2016,59998,Diesel,Manual,First,20.14,1498.0,88.8,5.0,10,5999.8,Polo 1.5 TDI Highline,5.49
Audi,Hyderabad,2013,105000,Diesel,Automatic,First,17.32,1968.0,150.0,5.0,13,8076.9,Q3 2.0 TDI,19.0
Hyundai,Kolkata,2011,36000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,15,2400.0,i20 1.2 Magna,2.5
Hyundai,Kolkata,2015,24350,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,11,2213.6,i10 Sportz 1.1L,3.0
Tata,Kochi,2018,28973,Diesel,Manual,First,24.7,1047.0,69.0,5.0,8,3621.6,Tigor 1.05 Revotorq XT,6.64
Hyundai,Kochi,2017,8243,Petrol,Manual,First,21.1,814.0,55.2,5.0,9,915.9,EON Era,3.21
Hyundai,Chennai,2009,136642,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,17,8037.8,Santro Xing GLS,1.55
Hyundai,Hyderabad,2011,60000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,15,4000.0,Santro Xing GLS,2.59
Mahindra,Chennai,2008,100000,Diesel,Manual,Second,12.7,2609.0,120.0,8.0,18,5555.6,Scorpio SLX,4.0
Honda,Jaipur,2010,48689,Petrol,Manual,First,17.4,1497.0,117.3,5.0,16,3043.1,City i-VTEC S,3.87
Maruti Suzuki,Bangalore,2017,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9,5000.0,Vitara Brezza ZDi,9.75
Audi,Kochi,2019,38163,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,7,5451.9,A4 35 TDI Technology Edition,32.91
Mercedes-Benz,Chennai,2011,43800,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,15,2920.0,E-Class 2009-2013 E250 CDI Elegance,16.75
Honda,Jaipur,2007,92000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,19,4842.1,Civic 2006-2010 1.8 MT Sport,1.9
Hyundai,Kochi,2017,14064,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9,1562.7,i20 Magna 1.2,6.59
Audi,Coimbatore,2017,42366,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,9,4707.3,Q3 35 TDI Quattro Premium Plus,31.93
Honda,Jaipur,2014,76551,Diesel,Manual,First,25.1,1498.0,98.6,5.0,12,6379.2,City i DTEC VX,7.25
Hyundai,Pune,2008,72672,Petrol,Manual,First,19.81,1086.0,68.05,5.0,18,4037.3,i10 Era 1.1 iTech SE,1.9
Maruti Suzuki,Kolkata,2015,45000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,11,4090.9,Swift VDI BSIV,3.55
Ford,Hyderabad,2012,91696,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,14,6549.7,Endeavour 3.0L 4X4 AT,9.25
Ford,Kochi,2009,66484,Petrol,Manual,First,13.8,1299.0,70.0,5.0,17,3910.8,Ikon 1.3 Flair,1.65
BMW,Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,7,2208.0,X1 sDrive 20d xLine,36.64
Mercedes-Benz,Mumbai,2011,55000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,15,3666.7,E-Class 2009-2013 E250 CDI Classic,16.0
Maruti Suzuki,Kochi,2019,21112,CNG,Manual,First,15.1,1196.0,73.0,5.0,7,3016.0,Eeco 5 STR With AC Plus HTR CNG,5.38
Honda,Ahmedabad,2014,61297,Diesel,Manual,First,25.8,1498.0,98.6,5.0,12,5108.1,Amaze S i-Dtech,4.35
Maruti Suzuki,Hyderabad,2006,80000,Petrol,Manual,Second,17.3,993.0,60.0,5.0,20,4000.0,Zen LXi - BS III,1.2
Hyundai,Jaipur,2013,59000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,13,4538.5,i20 Magna,4.1
BMW,Chennai,2009,150000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,17,8823.5,X5 3.0d,18.75
Hyundai,Coimbatore,2017,60083,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9,6675.9,Creta 1.6 CRDi SX Option,13.78
Maruti Suzuki,Kolkata,2016,85450,Diesel,Manual,First,26.59,1248.0,74.0,5.0,10,8545.0,Swift Dzire LDI,4.0
Maruti Suzuki,Jaipur,2013,88000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,13,6769.2,Swift VDI,4.33
Hyundai,Kochi,2015,81828,Diesel,Manual,First,24.0,1186.0,73.97,5.0,11,7438.9,Grand i10 1.2 CRDi Asta,5.43
Ford,Mumbai,2016,18000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,10,1800.0,Figo Aspire 1.2 Ti-VCT Trend,4.9
BMW,Chennai,2017,15000,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,9,1666.7,X5 X5 M,70.0
Mercedes-Benz,Kolkata,2016,34000,Diesel,Automatic,First,11.78,2143.0,167.62,5.0,10,3400.0,New C-Class C 220 CDI Celebration Edition,25.5
Hyundai,Ahmedabad,2015,46000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,11,4181.8,Grand i10 AT Asta,5.1
Hyundai,Hyderabad,2013,48158,Diesel,Manual,First,22.32,1582.0,126.32,5.0,13,3704.5,Verna 1.6 SX CRDi (O),6.7
BMW,Hyderabad,2013,93000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,13,7153.8,5 Series 525d Sedan,26.5
Nissan,Ahmedabad,2013,71007,Diesel,Manual,First,23.08,1461.0,63.1,5.0,13,5462.1,Micra Diesel XV Premium,3.9
Maruti Suzuki,Pune,2010,63067,Petrol,Manual,Second,15.5,1586.0,103.3,5.0,16,3941.7,SX4 ZXI MT BSIV,2.7
Tata,Hyderabad,2011,70259,Diesel,Manual,First,21.12,1248.0,88.8,5.0,15,4683.9,Manza Aura Quadrajet BS IV,2.95
Audi,Ahmedabad,2015,13000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,11,1181.8,A4 2.0 TDI Multitronic,23.0
Maruti Suzuki,Pune,2009,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,17,8235.3,Swift Ldi BSIV,2.49
Maruti Suzuki,Jaipur,2015,130000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,11,11818.2,Swift LDI Optional,4.5
Toyota,Delhi,2011,89401,Diesel,Manual,First,21.43,1364.0,87.2,5.0,15,5960.1,Corolla Altis Diesel D4DJ,4.5
Honda,Hyderabad,2015,67000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,11,6090.9,Jazz 1.5 VX i DTEC,6.9
BMW,Kochi,2010,65329,Petrol,Automatic,First,7.94,4395.0,450.0,4.0,16,4083.1,6 Series 650i Coupe,20.72
Skoda,Jaipur,2010,72000,Petrol,Manual,First,16.25,1198.0,73.9,5.0,16,4500.0,Fabia 1.2 Petrol Active,2.21
Land Rover,Mumbai,2011,82000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,15,5466.7,Freelander 2 HSE,13.9
Ford,Pune,2010,85000,Petrol,Manual,First,15.3,1596.0,101.0,5.0,16,5312.5,Fiesta 1.6 ZXi Duratec,1.46
Hyundai,Pune,2012,83000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,14,5928.6,Verna SX CRDi AT,6.0
Renault,Jaipur,2016,26000,Petrol,Manual,First,21.7,999.0,67.0,5.0,10,2600.0,KWID 1.0 RXT Optional,3.0
Tata,Delhi,2012,27000,Diesel,Manual,First,22.3,1248.0,88.8,5.0,14,1928.6,Indica Vista Quadrajet 90 ZX Plus,3.5
Hyundai,Kochi,2018,37746,Diesel,Manual,First,21.19,1396.0,88.73,5.0,8,4718.2,i20 Active 1.4 SX,7.59
Maruti Suzuki,Mumbai,2009,63274,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,17,3722.0,SX4 Zxi BSIII,1.99
Renault,Hyderabad,2016,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,10,2500.0,KWID RXT,3.8
Mahindra,Bangalore,2013,197000,Diesel,Manual,First,11.68,2498.0,112.0,7.0,13,15153.8,Xylo E4 ABS BS III,4.0
Hyundai,Bangalore,2013,45010,Petrol,Manual,Second,21.1,814.0,55.2,5.0,13,3462.3,EON D Lite Plus,2.95
Honda,Delhi,2013,75348,Diesel,Manual,First,25.8,1498.0,98.6,5.0,13,5796.0,Amaze VX i-DTEC,3.75
Volkswagen,Kolkata,2010,90110,Diesel,Manual,First,22.07,1199.0,73.9,5.0,16,5631.9,Polo Diesel Highline 1.2L,2.5
Honda,Pune,2011,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,15,6800.9,City 1.5 V MT,3.75
Toyota,Pune,2015,36000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,11,3272.7,Fortuner 4x2 AT,22.0
Honda,Kochi,2017,37578,Petrol,Manual,First,18.0,1198.0,86.7,5.0,9,4175.3,Amaze E i-Vtech,6.14
BMW,Pune,2015,46001,Diesel,Automatic,First,20.58,1995.0,143.0,5.0,11,4181.9,1 Series 118d Base,16.0
Maruti Suzuki,Hyderabad,2014,46559,Petrol,Automatic,First,23.1,998.0,67.04,5.0,12,3879.9,Celerio VXI AT,3.75
Toyota,Mumbai,2015,48000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11,4363.6,Innova 2.5 GX (Diesel) 8 Seater,11.75
Jaguar,Pune,2013,46000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,13,3538.5,XF 2.2 Litre Luxury,24.0
Honda,Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199.0,88.7,5.0,9,1666.7,WRV i-VTEC VX,8.9
BMW,Chennai,2012,85000,Diesel,Automatic,Third,17.05,1995.0,184.0,5.0,14,6071.4,X1 sDrive20d,10.0
Skoda,Mumbai,2014,32000,Petrol,Automatic,First,14.3,1598.0,103.5,5.0,12,2666.7,Rapid 1.6 MPI AT Elegance,5.55
Volkswagen,Kochi,2012,60818,Petrol,Manual,First,16.09,1598.0,103.5,5.0,14,4344.1,Vento 1.6 Comfortline,3.59
Ford,Coimbatore,2019,35188,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7,5026.9,EcoSport 1.5 TDCi Trend Plus BE,11.13
Mahindra,Jaipur,2012,110000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,14,7857.1,XUV500 W6 2WD,7.2
Ford,Mumbai,2014,61000,Diesel,Manual,First,18.6,1388.0,67.0,5.0,12,5083.3,Fiesta Classic 1.4 Duratorq LXI,2.98
Hyundai,Pune,2010,75000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,16,4687.5,Santro Xing GLS,1.7
Mercedes-Benz,Delhi,2015,55000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,11,5000.0,GL-Class 2007 2012 350 CDI Luxury,52.0
Maruti Suzuki,Pune,2003,69966,Petrol,Manual,First,19.7,796.0,46.3,5.0,23,3042.0,Alto LXi BSII,0.95
Honda,Mumbai,2016,42000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10,4200.0,City i VTEC VX Option,9.25
Hyundai,Bangalore,2014,48000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,12,4000.0,Santa Fe 2WD AT,16.25
Mercedes-Benz,Kolkata,2015,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,11,3181.8,GLA Class 200 CDI SPORT,20.99
Toyota,Chennai,2005,128000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,21,6095.2,Innova 2.5 G4 Diesel 8-seater,4.25
BMW,Bangalore,2008,78000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,18,4333.3,3 Series 320d Sedan,7.2
Maruti Suzuki,Hyderabad,2011,53080,Petrol,Manual,First,18.6,1197.0,85.8,5.0,15,3538.7,Swift ZXI,4.4
Volkswagen,Pune,2011,66000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,15,4400.0,Vento Petrol Highline,4.25
Maruti Suzuki,Ahmedabad,2012,25000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,14,1785.7,Ertiga VXI,5.35
Hyundai,Coimbatore,2016,36139,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,10,3613.9,Grand i10 AT Asta,6.3
Hyundai,Delhi,2017,44000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9,4888.9,Creta 1.6 CRDi SX,12.5
Audi,Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,18,2777.8,A6 3.0 TDI quattro,7.5
Mahindra,Delhi,2016,81177,Diesel,Manual,First,16.0,1997.0,140.0,7.0,10,8117.7,XUV500 W8 1.99 mHawk,11.25
Ford,Mumbai,2016,26000,Petrol,Automatic,First,16.05,1499.0,110.4,5.0,10,2600.0,EcoSport 1.5 Ti VCT AT Titanium BE,7.65
Hyundai,Mumbai,2016,100000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,10,10000.0,Xcent 1.1 CRDi Base,4.5
Volkswagen,Hyderabad,2014,75000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,12,6250.0,Vento 1.5 TDI Comfortline AT,7.5
Mercedes-Benz,Kochi,2004,119859,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,22,5448.1,S-Class 280 AT,7.1
Hyundai,Mumbai,2010,55980,Petrol,Manual,First,20.36,1197.0,78.9,5.0,16,3498.8,i10 Magna,2.25
Audi,Hyderabad,2015,30000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,11,2727.3,A4 35 TDI Technology Edition,27.0
Hyundai,Pune,2012,49700,Diesel,Manual,Second,21.9,1396.0,88.76,5.0,14,3550.0,i20 Sportz 1.4 CRDi,4.18
Hyundai,Chennai,2013,79000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,13,6076.9,Verna 1.4 EX,6.5
Honda,Delhi,2010,65100,Petrol,Manual,First,17.0,1497.0,118.0,5.0,16,4068.8,City 1.5 V MT,3.15
Maruti Suzuki,Pune,2016,54161,Diesel,Manual,First,25.47,1248.0,88.5,7.0,10,5416.1,Ertiga VDI,7.64
Maruti Suzuki,Hyderabad,2011,28619,Petrol,Manual,First,19.7,796.0,46.3,5.0,15,1907.9,Alto LXi BSII,2.4
Maruti Suzuki,Mumbai,2016,9000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,10,900.0,Wagon R AMT VXI,4.25
Hyundai,Kochi,2016,42876,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,10,4287.6,Verna 1.6 CRDi AT SX,9.31
Maruti Suzuki,Bangalore,2011,64000,Petrol,Manual,First,19.7,796.0,46.3,5.0,15,4266.7,Alto LXi BSIII,2.39
Volkswagen,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,8,2561.0,Vento 1.6 Comfortline,7.64
Maruti Suzuki,Delhi,2016,21000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,10,2100.0,Baleno Zeta 1.2,6.21
Land Rover,Jaipur,2012,119203,Diesel,Automatic,First,0.0,2179.0,115.0,5.0,14,8514.5,Freelander 2 TD4 SE,16.5
Honda,Kochi,2011,55987,Petrol,Automatic,First,13.7,1997.0,153.86,5.0,15,3732.5,CR-V 2.0L 2WD AT,8.22
Toyota,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755.0,174.5,7.0,9,8074.2,Fortuner 2.8 2WD MT,28.85
Honda,Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,11,2909.1,City V AT,8.5
Mercedes-Benz,Bangalore,2014,3000,Petrol,Automatic,Second,12.0,5461.0,421.0,2.0,12,250.0,SLK-Class 55 AMG,90.0
Honda,Mumbai,2015,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11,945.5,City i-VTEC S,6.51
Maruti Suzuki,Mumbai,2013,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,13,2692.3,Swift VDI,4.65
Toyota,Kochi,2013,55101,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,13,4238.5,Corolla Altis 2008-2013 1.8 VL AT,8.4
Toyota,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364.0,67.06,5.0,12,4788.7,Etios Cross 1.4L VD,5.75
Maruti Suzuki,Jaipur,2006,110000,Petrol,Manual,First,18.9,998.0,67.1,5.0,20,5500.0,Wagon R LX,1.11
Mercedes-Benz,Mumbai,2014,72000,Petrol,Automatic,First,12.0,1991.0,184.0,5.0,12,6000.0,E-Class 2015-2017 E 200 CGI,17.25
Jaguar,Delhi,2012,16000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,14,1142.9,XF Aero Sport Edition,32.0
Hyundai,Kochi,2011,62020,Petrol,Manual,First,17.0,1197.0,80.0,5.0,15,4134.7,i20 Sportz Petrol,3.45
Land Rover,Pune,2014,85000,Diesel,Automatic,Second,12.39,2179.0,147.51,5.0,12,7083.3,Freelander 2 SE,23.0
Hyundai,Kochi,2018,14223,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8,1777.9,Elite i20 Petrol Sportz,7.32
Honda,Jaipur,2014,41210,Petrol,Manual,First,18.0,1198.0,86.7,5.0,12,3434.2,Amaze S i-Vtech,4.4
Mercedes-Benz,Bangalore,2015,20000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,11,1818.2,M-Class ML 350 4Matic,47.35
Maruti Suzuki,Coimbatore,2016,18043,Petrol,Manual,First,22.74,796.0,47.3,5.0,10,1804.3,Alto 800 VXI,4.12
Toyota,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,10,8000.0,Innova Crysta 2.8 ZX AT,19.5
Hyundai,Hyderabad,2016,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,10,2100.0,Grand i10 AT Asta,6.2
BMW,Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,10,4900.0,X3 xDrive30d M Sport,45.0
Hyundai,Chennai,2010,95000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,16,5937.5,i20 Magna,2.8
Hyundai,Pune,2015,32000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,11,2909.1,Grand i10 AT Asta,4.8
Ford,Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498.0,89.75,5.0,12,10233.3,Fiesta 1.5 TDCi Titanium,5.65
Maruti Suzuki,Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,11,6272.7,Swift Dzire VDI,5.9
Toyota,Pune,2015,65000,Diesel,Manual,Second,23.59,1364.0,67.04,5.0,11,5909.1,Etios VXD,5.0
Hyundai,Ahmedabad,2015,23000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,11,2090.9,Xcent 1.2 Kappa Base,4.9
Honda,Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,17,4117.6,Civic 2006-2010 1.8 S MT,4.25
Toyota,Chennai,2014,250000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12,20833.3,Innova 2.5 GX (Diesel) 8 Seater,10.9
Hyundai,Delhi,2012,56000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,14,4000.0,Accent GLE,2.45
Maruti Suzuki,Pune,2013,30000,Petrol,Manual,First,22.74,796.0,47.3,5.0,13,2307.7,Alto 800 LXI,2.5
Mercedes-Benz,Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461.0,387.3,2.0,16,2187.5,SL-Class SL 500,29.5
Ford,Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,13,7096.2,Ecosport 1.5 DV5 MT Titanium Optional,5.75
Hyundai,Pune,2018,40000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,8,5000.0,Xcent 1.2 VTVT E,5.0
Skoda,Kochi,2014,96848,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,12,8070.7,Rapid 1.6 MPI AT Ambition Plus,4.62
Audi,Delhi,2016,42000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,10,4200.0,Q3 2012-2015 35 TDI Quattro Premium Plus,23.5
Mahindra,Kolkata,2013,55886,Diesel,Manual,First,16.0,2179.0,140.0,7.0,13,4298.9,XUV500 W8 2WD,7.25
Hyundai,Kochi,2019,12336,Petrol,Manual,First,17.0,1591.0,121.3,5.0,7,1762.3,Verna VTVT 1.6 SX Option,11.88
Hyundai,Chennai,2009,60000,Petrol,Manual,Third,13.9,1599.0,103.2,5.0,17,3529.4,Verna Xi (Petrol),2.25
Ford,Pune,2003,83000,Petrol,Manual,Second,14.2,1597.0,92.0,5.0,23,3608.7,Ikon 1.6 CLXI,0.85
Nissan,Pune,2018,24000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,8,3000.0,Micra Active XV,4.0
Honda,Pune,2016,32198,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,10,3219.8,Brio VX AT,5.1
Toyota,Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494.0,100.6,7.0,12,7687.2,Innova 2.5 GX (Diesel) 7 Seater,12.5
Volkswagen,Chennai,2011,121311,Diesel,Manual,First,20.64,1498.0,108.5,5.0,15,8087.4,Vento 1.5 TDI Highline,2.9
